,Incident Number,Lon,Latt,geometry,index_right,name
544,27081668,1.16334,51.09121,POINT (1.16334 51.09121),1918,CT19 5
550,27086314,1.1727100000000001,51.09503,POINT (1.17271 51.09503),1918,CT19 5
552,27087243,1.17874,51.08679,POINT (1.17874 51.08679),1918,CT19 5
562,27093291,1.16489,51.09494,POINT (1.16489 51.09494),1918,CT19 5
577,27108452,1.1770399999999999,51.08559,POINT (1.17704 51.08559),1918,CT19 5
580,27110616,1.15724,51.09035,POINT (1.15724 51.09035),1918,CT19 5
581,27110651,1.15724,51.09035,POINT (1.15724 51.09035),1918,CT19 5
583,27115111,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
605,27129545,1.16355,51.08271,POINT (1.16355 51.08271),1918,CT19 5
615,27137783,1.17956,51.09167,POINT (1.17956 51.09167),1918,CT19 5
626,27148088,1.1790100000000001,51.0892,POINT (1.17901 51.0892),1918,CT19 5
638,27160459,1.15782,51.09475,POINT (1.15782 51.09475),1918,CT19 5
640,27161084,1.16059,51.09637,POINT (1.16059 51.09637),1918,CT19 5
647,27163327,1.15608,51.088029999999996,POINT (1.15608 51.08803),1918,CT19 5
648,27164603,1.18211,51.09272,POINT (1.18211 51.09272),1918,CT19 5
657,27173186,1.15782,51.09475,POINT (1.15782 51.09475),1918,CT19 5
663,27177451,1.18211,51.09272,POINT (1.18211 51.09272),1918,CT19 5
665,27177542,1.1704,51.08854,POINT (1.1704 51.08854),1918,CT19 5
667,27177824,1.17746,51.08745,POINT (1.17746 51.08745),1918,CT19 5
669,27179203,1.18059,51.08548,POINT (1.18059 51.08548),1918,CT19 5
682,27184673,1.16594,51.08596,POINT (1.16594 51.08596),1918,CT19 5
684,27187684,1.16159,51.09763,POINT (1.16159 51.09763),1918,CT19 5
688,27189316,1.16961,51.08285,POINT (1.16961 51.08285),1918,CT19 5
710,27208790,1.17915,51.087379999999996,POINT (1.17915 51.08738),1918,CT19 5
717,27213218,1.16339,51.09053,POINT (1.16339 51.09053),1918,CT19 5
721,27214371,1.18032,51.08737,POINT (1.18032 51.08737),1918,CT19 5
726,27217905,1.17174,51.08623,POINT (1.17174 51.08623),1918,CT19 5
733,27223133,1.17815,51.08706,POINT (1.17815 51.08706),1918,CT19 5
737,27225626,1.18038,51.08827,POINT (1.18038 51.08827),1918,CT19 5
797,27272278,1.1606,51.0915,POINT (1.1606 51.0915),1918,CT19 5
800,27276503,1.1808,51.0895,POINT (1.1808 51.0895),1918,CT19 5
804,27278642,1.17195,51.0903,POINT (1.17195 51.0903),1918,CT19 5
806,27279583,1.1790100000000001,51.0892,POINT (1.17901 51.0892),1918,CT19 5
810,27281586,1.16567,51.08543,POINT (1.16567 51.08543),1918,CT19 5
816,27287047,1.15818,51.0893,POINT (1.15818 51.0893),1918,CT19 5
820,27291058,1.16339,51.09053,POINT (1.16339 51.09053),1918,CT19 5
826,27295908,1.18015,51.086420000000004,POINT (1.18015 51.08642),1918,CT19 5
847,27308459,1.17964,51.08623,POINT (1.17964 51.08623),1918,CT19 5
867,27316618,1.16489,51.09494,POINT (1.16489 51.09494),1918,CT19 5
876,27322361,1.18025,51.08647,POINT (1.18025 51.08647),1918,CT19 5
884,27327543,1.15936,51.08651,POINT (1.15936 51.08651),1918,CT19 5
891,27332739,1.17915,51.087379999999996,POINT (1.17915 51.08738),1918,CT19 5
893,27333443,1.1598,51.08514,POINT (1.1598 51.08514),1918,CT19 5
901,27341941,1.1768,51.085809999999995,POINT (1.1768 51.08581),1918,CT19 5
902,27342954,1.17182,51.0885,POINT (1.17182 51.0885),1918,CT19 5
904,27344424,1.16489,51.09494,POINT (1.16489 51.09494),1918,CT19 5
905,27344494,1.16649,51.08465,POINT (1.16649 51.08465),1918,CT19 5
906,27344727,1.1790100000000001,51.0892,POINT (1.17901 51.0892),1918,CT19 5
908,27345681,1.16489,51.09494,POINT (1.16489 51.09494),1918,CT19 5
918,27353668,1.16059,51.09637,POINT (1.16059 51.09637),1918,CT19 5
922,27357951,1.16345,51.091429999999995,POINT (1.16345 51.09143),1918,CT19 5
927,27368953,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
934,27377568,1.16107,51.08527,POINT (1.16107 51.08527),1918,CT19 5
937,27378868,1.16246,51.090740000000004,POINT (1.16246 51.09074),1918,CT19 5
945,27385202,1.16961,51.08285,POINT (1.16961 51.08285),1918,CT19 5
954,27391725,1.17182,51.08818,POINT (1.17182 51.08818),1918,CT19 5
956,27393942,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
969,27401442,1.17308,51.08882,POINT (1.17308 51.08882),1918,CT19 5
980,27408448,1.16489,51.09494,POINT (1.16489 51.09494),1918,CT19 5
981,27408634,1.1676600000000001,51.08594,POINT (1.16766 51.08594),1918,CT19 5
985,27412023,1.1621700000000001,51.09629,POINT (1.16217 51.09629),1918,CT19 5
986,27412883,1.15924,51.09244,POINT (1.15924 51.09244),1918,CT19 5
990,27414629,1.18095,51.08752,POINT (1.18095 51.08752),1918,CT19 5
992,27415000,1.18078,51.08814,POINT (1.18078 51.08814),1918,CT19 5
997,27417562,1.17746,51.08745,POINT (1.17746 51.08745),1918,CT19 5
1007,27428801,1.16767,51.09579,POINT (1.16767 51.09579),1918,CT19 5
1015,27432981,1.16078,51.085190000000004,POINT (1.16078 51.08519),1918,CT19 5
1018,27437675,1.1718899999999999,51.086000000000006,POINT (1.17189 51.08600000000001),1918,CT19 5
1021,27438641,1.1794,51.091809999999995,POINT (1.1794 51.09181),1918,CT19 5
1034,27449615,1.16339,51.09053,POINT (1.16339 51.09053),1918,CT19 5
1035,27450733,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
1070,27473660,1.17949,51.09175,POINT (1.17949 51.09175),1918,CT19 5
1071,27474410,1.1790100000000001,51.0892,POINT (1.17901 51.0892),1918,CT19 5
1083,27484565,1.16662,51.09531,POINT (1.16662 51.09531),1918,CT19 5
1086,27489181,1.16882,51.08661,POINT (1.16882 51.08661),1918,CT19 5
1101,27497738,1.16078,51.085190000000004,POINT (1.16078 51.08519),1918,CT19 5
1102,27497832,1.16489,51.09494,POINT (1.16489 51.09494),1918,CT19 5
1110,27503739,1.16486,51.089890000000004,POINT (1.16486 51.08989),1918,CT19 5
1124,27513952,1.1697799999999998,51.08965,POINT (1.16978 51.08965),1918,CT19 5
1133,27523775,1.1805,51.09006,POINT (1.1805 51.09006),1918,CT19 5
1136,27528908,1.1723299999999999,51.091409999999996,POINT (1.17233 51.09141),1918,CT19 5
1141,27531273,1.1656799999999998,51.09624,POINT (1.16568 51.09624),1918,CT19 5
1146,27534842,1.1745700000000001,51.0933,POINT (1.17457 51.0933),1918,CT19 5
1147,27536322,1.18262,51.08565,POINT (1.18262 51.08565),1918,CT19 5
1150,27540667,1.15503,51.08637,POINT (1.15503 51.08637),1918,CT19 5
1152,27542432,1.16563,51.09053,POINT (1.16563 51.09053),1918,CT19 5
1156,27544967,1.15824,51.09248,POINT (1.15824 51.09248),1918,CT19 5
1165,27552407,1.15724,51.09035,POINT (1.15724 51.09035),1918,CT19 5
1166,27552856,1.16588,51.08318,POINT (1.16588 51.08318),1918,CT19 5
1169,27553391,1.1724,51.08915,POINT (1.1724 51.08915),1918,CT19 5
1188,27568653,1.1718899999999999,51.086000000000006,POINT (1.17189 51.08600000000001),1918,CT19 5
4,26691648,1.0796299999999999,51.06459,POINT (1.07963 51.06459),1930,CT21 6
6,26692456,1.09574,51.06837,POINT (1.09574 51.06837),1930,CT21 6
39,26709964,1.06185,51.06715,POINT (1.06185 51.06715),1930,CT21 6
78,26738473,1.09073,51.06674,POINT (1.09073 51.06674),1930,CT21 6
80,26738985,1.0777700000000001,51.07033,POINT (1.07777 51.07033),1930,CT21 6
178,26810792,1.08105,51.06862,POINT (1.08105 51.06862),1930,CT21 6
215,26831209,1.04576,51.06127,POINT (1.04576 51.06127),1930,CT21 6
238,26846279,1.08918,51.068259999999995,POINT (1.08918 51.06826),1930,CT21 6
260,26858876,1.0904200000000002,51.06729,POINT (1.09042 51.06729),1930,CT21 6
267,26865176,1.06031,51.06539,POINT (1.06031 51.06539),1930,CT21 6
275,26873804,1.08905,51.0673,POINT (1.08905 51.0673),1930,CT21 6
287,26881884,1.05767,51.06559,POINT (1.05767 51.06559),1930,CT21 6
313,26904204,1.08905,51.0673,POINT (1.08905 51.0673),1930,CT21 6
317,26909473,1.06031,51.06539,POINT (1.06031 51.06539),1930,CT21 6
335,26928093,1.0908,51.06743,POINT (1.0908 51.06743),1930,CT21 6
337,26929462,1.06195,51.06541,POINT (1.06195 51.06541),1930,CT21 6
374,26951514,1.09254,51.07045,POINT (1.09254 51.07045),1930,CT21 6
375,26952840,1.04879,51.06389,POINT (1.04879 51.06389),1930,CT21 6
401,26972389,1.06922,51.06947,POINT (1.06922 51.06947),1930,CT21 6
415,26981524,1.04873,51.06299,POINT (1.04873 51.06299),1930,CT21 6
430,26992460,1.06174,51.06535,POINT (1.06174 51.06535),1930,CT21 6
434,26996230,1.09574,51.06837,POINT (1.09574 51.06837),1930,CT21 6
449,27008769,1.0495299999999999,51.063390000000005,POINT (1.04953 51.06339000000001),1930,CT21 6
453,27011282,1.04576,51.06127,POINT (1.04576 51.06127),1930,CT21 6
458,27015641,1.0705799999999999,51.06961,POINT (1.07058 51.06961),1930,CT21 6
490,27043504,1.09574,51.06837,POINT (1.09574 51.06837),1930,CT21 6
501,27049890,1.09333,51.06812,POINT (1.09333 51.06812),1930,CT21 6
590,27120877,1.07207,51.070479999999996,POINT (1.07207 51.07048),1930,CT21 6
601,27127527,1.07875,51.07047,POINT (1.07875 51.07047),1930,CT21 6
612,27134057,1.04637,51.062940000000005,POINT (1.04637 51.06294),1930,CT21 6
620,27142436,1.07178,51.07152,POINT (1.07178 51.07152),1930,CT21 6
635,27157239,1.08164,51.06987,POINT (1.08164 51.06987),1930,CT21 6
639,27160890,1.08493,51.06577,POINT (1.08493 51.06577),1930,CT21 6
642,27161374,1.0495299999999999,51.063390000000005,POINT (1.04953 51.06339000000001),1930,CT21 6
704,27205666,1.09574,51.06837,POINT (1.09574 51.06837),1930,CT21 6
708,27208002,1.09594,51.06797,POINT (1.09594 51.06797),1930,CT21 6
759,27245132,1.08449,51.06882,POINT (1.08449 51.06882),1930,CT21 6
764,27247970,1.04588,51.06307,POINT (1.04588 51.06307),1930,CT21 6
770,27252267,1.0438,51.06232,POINT (1.0438 51.06232),1930,CT21 6
789,27268315,1.05883,51.06453,POINT (1.05883 51.06453),1930,CT21 6
791,27268799,1.09453,51.0684,POINT (1.09453 51.0684),1930,CT21 6
808,27281138,1.0777700000000001,51.07033,POINT (1.07777 51.07033),1930,CT21 6
848,27308738,1.08092,51.06708,POINT (1.08092 51.06708),1930,CT21 6
852,27309187,1.07243,51.06935,POINT (1.07243 51.06935),1930,CT21 6
862,27315468,1.04731,51.06303,POINT (1.04731 51.06303),1930,CT21 6
868,27316913,1.07207,51.070479999999996,POINT (1.07207 51.07048),1930,CT21 6
875,27321835,1.08918,51.068259999999995,POINT (1.08918 51.06826),1930,CT21 6
900,27341882,1.0777700000000001,51.07033,POINT (1.07777 51.07033),1930,CT21 6
929,27371388,1.08317,51.06568,POINT (1.08317 51.06568),1930,CT21 6
946,27386236,1.08968,51.0673,POINT (1.08968 51.0673),1930,CT21 6
958,27394609,1.08295,51.06545,POINT (1.08295 51.06545),1930,CT21 6
1016,27436696,1.08044,51.06756,POINT (1.08044 51.06756),1930,CT21 6
1030,27443139,1.06025,51.06449,POINT (1.06025 51.06449),1930,CT21 6
1053,27463900,1.08335,51.06838,POINT (1.08335 51.06838),1930,CT21 6
1091,27493574,1.08317,51.06568,POINT (1.08317 51.06568),1930,CT21 6
1111,27503861,1.08038,51.06666,POINT (1.08038 51.06666),1930,CT21 6
1117,27507330,1.0819299999999998,51.06842,POINT (1.08193 51.06842),1930,CT21 6
1120,27509939,1.05312,51.064679999999996,POINT (1.05312 51.06468),1930,CT21 6
1142,27531579,1.0771600000000001,51.0658,POINT (1.07716 51.0658),1930,CT21 6
1151,27541937,1.06663,51.06843,POINT (1.06663 51.06843),1930,CT21 6
1160,27548465,1.04576,51.06127,POINT (1.04576 51.06127),1930,CT21 6
1164,27552374,1.08249,51.069379999999995,POINT (1.08249 51.06938),1930,CT21 6
1167,27553115,1.06129,51.067370000000004,POINT (1.06129 51.06737),1930,CT21 6
1183,27563648,1.07351,51.063829999999996,POINT (1.07351 51.06383),1930,CT21 6
5,26692177,1.1748299999999998,51.07844,POINT (1.17483 51.07844),1925,CT20 2
12,26694916,1.16793,51.07651,POINT (1.16793 51.07651),1925,CT20 2
13,26695102,1.16354,51.07478,POINT (1.16354 51.07478),1925,CT20 2
28,26702194,1.17239,51.079440000000005,POINT (1.17239 51.07944000000001),1925,CT20 2
69,26733639,1.17465,51.07844,POINT (1.17465 51.07844),1925,CT20 2
71,26734621,1.16885,51.07545,POINT (1.16885 51.07545),1925,CT20 2
77,26738097,1.16505,51.07387,POINT (1.16505 51.07387),1925,CT20 2
82,26742333,1.16946,51.0814,POINT (1.16946 51.0814),1925,CT20 2
85,26747416,1.173,51.080709999999996,POINT (1.173 51.08071),1925,CT20 2
90,26750865,1.17403,51.07631,POINT (1.17403 51.07631),1925,CT20 2
91,26750871,1.1731200000000002,51.08044,POINT (1.17312 51.08044),1925,CT20 2
122,26774989,1.1748100000000001,51.07849,POINT (1.17481 51.07849),1925,CT20 2
133,26781574,1.15913,51.07656,POINT (1.15913 51.07656),1925,CT20 2
138,26785824,1.1554799999999998,51.07757,POINT (1.15548 51.07757),1925,CT20 2
157,26796946,1.1637,51.07942,POINT (1.1637 51.07942),1925,CT20 2
182,26813112,1.17239,51.07589,POINT (1.17239 51.07589),1925,CT20 2
187,26815707,1.16831,51.07728,POINT (1.16831 51.07728),1925,CT20 2
211,26829605,1.1725700000000001,51.075959999999995,POINT (1.17257 51.07595999999999),1925,CT20 2
224,26836592,1.17655,51.07799,POINT (1.17655 51.07799),1925,CT20 2
225,26836740,1.17239,51.079440000000005,POINT (1.17239 51.07944000000001),1925,CT20 2
233,26841047,1.15911,51.07656,POINT (1.15911 51.07656),1925,CT20 2
239,26846519,1.17485,51.07848,POINT (1.17485 51.07848),1925,CT20 2
253,26856416,1.16526,51.07608,POINT (1.16526 51.07608),1925,CT20 2
261,26861058,1.15838,51.07987,POINT (1.15838 51.07987),1925,CT20 2
264,26863070,1.1754799999999999,51.0794,POINT (1.17548 51.0794),1925,CT20 2
295,26887984,1.17612,51.077290000000005,POINT (1.17612 51.07729),1925,CT20 2
320,26910690,1.17444,51.07736,POINT (1.17444 51.07736),1925,CT20 2
327,26917713,1.16946,51.0814,POINT (1.16946 51.0814),1925,CT20 2
331,26923365,1.17076,51.07934,POINT (1.17076 51.07934),1925,CT20 2
339,26931627,1.16402,51.07882,POINT (1.16402 51.07882),1925,CT20 2
343,26932772,1.1754799999999999,51.0794,POINT (1.17548 51.0794),1925,CT20 2
352,26936748,1.17334,51.08033,POINT (1.17334 51.08033),1925,CT20 2
353,26937745,1.17292,51.07699,POINT (1.17292 51.07699),1925,CT20 2
357,26939694,1.16946,51.0814,POINT (1.16946 51.0814),1925,CT20 2
366,26946060,1.17501,51.07608,POINT (1.17501 51.07608),1925,CT20 2
394,26966225,1.16946,51.0814,POINT (1.16946 51.0814),1925,CT20 2
425,26990065,1.16526,51.07608,POINT (1.16526 51.07608),1925,CT20 2
466,27019612,1.16793,51.07651,POINT (1.16793 51.07651),1925,CT20 2
488,27042919,1.1608,51.07351,POINT (1.1608 51.07351),1925,CT20 2
499,27049396,1.16021,51.081720000000004,POINT (1.16021 51.08172),1925,CT20 2
507,27055450,1.16351,51.07513,POINT (1.16351 51.07513),1925,CT20 2
515,27059032,1.16245,51.0765,POINT (1.16245 51.0765),1925,CT20 2
530,27070317,1.16341,51.08174,POINT (1.16341 51.08174),1925,CT20 2
548,27085896,1.1548399999999999,51.08356,POINT (1.15484 51.08356),1925,CT20 2
559,27092212,1.1715200000000001,51.0788,POINT (1.17152 51.0788),1925,CT20 2
576,27108351,1.15838,51.07987,POINT (1.15838 51.07987),1925,CT20 2
614,27135644,1.16231,51.08175,POINT (1.16231 51.08175),1925,CT20 2
623,27146965,1.15422,51.07562,POINT (1.15422 51.07562),1925,CT20 2
636,27157352,1.1571,51.07379,POINT (1.1571 51.07379),1925,CT20 2
653,27169244,1.1608,51.07351,POINT (1.1608 51.07351),1925,CT20 2
670,27179705,1.15913,51.07656,POINT (1.15913 51.07656),1925,CT20 2
706,27206533,1.1753799999999999,51.07677,POINT (1.17538 51.07677),1925,CT20 2
729,27219338,1.15346,51.08399,POINT (1.15346 51.08399),1925,CT20 2
784,27263792,1.16048,51.07827,POINT (1.16048 51.07827),1925,CT20 2
801,27277677,1.17462,51.07972,POINT (1.17462 51.07972),1925,CT20 2
817,27288543,1.17585,51.07631,POINT (1.17585 51.07631),1925,CT20 2
832,27300636,1.16793,51.07651,POINT (1.16793 51.07651),1925,CT20 2
854,27310141,1.1653799999999999,51.07788,POINT (1.16538 51.07788),1925,CT20 2
856,27310818,1.16949,51.08115,POINT (1.16949 51.08115),1925,CT20 2
887,27329370,1.15565,51.08174,POINT (1.15565 51.08174),1925,CT20 2
895,27334895,1.16374,51.0749,POINT (1.16374 51.0749),1925,CT20 2
907,27345667,1.16442,51.074709999999996,POINT (1.16442 51.07471),1925,CT20 2
912,27349214,1.16141,51.08248,POINT (1.16141 51.08248),1925,CT20 2
913,27349339,1.16385,51.07917,POINT (1.16385 51.07917),1925,CT20 2
963,27396292,1.16351,51.07513,POINT (1.16351 51.07513),1925,CT20 2
964,27396361,1.17078,51.08101,POINT (1.17078 51.08101),1925,CT20 2
967,27399771,1.1614,51.08173,POINT (1.1614 51.08173),1925,CT20 2
977,27406363,1.16762,51.082159999999995,POINT (1.16762 51.08215999999999),1925,CT20 2
1002,27422217,1.17459,51.07772,POINT (1.17459 51.07772),1925,CT20 2
1014,27432801,1.1675200000000001,51.08222,POINT (1.16752 51.08222),1925,CT20 2
1020,27438244,1.17387,51.07675,POINT (1.17387 51.07675),1925,CT20 2
1025,27439263,1.17387,51.07675,POINT (1.17387 51.07675),1925,CT20 2
1026,27439804,1.15838,51.07987,POINT (1.15838 51.07987),1925,CT20 2
1027,27442575,1.16998,51.07803,POINT (1.16998 51.07803),1925,CT20 2
1046,27458076,1.1523299999999999,51.08036,POINT (1.15233 51.08036),1925,CT20 2
1052,27461785,1.1571,51.07379,POINT (1.1571 51.07379),1925,CT20 2
1055,27465330,1.17536,51.07761,POINT (1.17536 51.07761),1925,CT20 2
1093,27494130,1.15869,51.07763,POINT (1.15869 51.07763),1925,CT20 2
1104,27500579,1.16788,51.0791,POINT (1.16788 51.0791),1925,CT20 2
1113,27505699,1.16545,51.07782,POINT (1.16545 51.07782),1925,CT20 2
1127,27517190,1.16654,51.076809999999995,POINT (1.16654 51.07680999999999),1925,CT20 2
1143,27533151,1.17261,51.0783,POINT (1.17261 51.0783),1925,CT20 2
1184,27565765,1.17115,51.07862,POINT (1.17115 51.07862),1925,CT20 2
7,26692820,0.95614,51.11153,POINT (0.95614 51.11153),9689,TN25 6
10,26694682,1.0413,51.10686,POINT (1.0413 51.10686),9689,TN25 6
14,26695518,0.96155,51.11867,POINT (0.96155 51.11867),9689,TN25 6
58,26728127,1.0466799999999998,51.10152,POINT (1.04668 51.10152),9689,TN25 6
62,26729941,1.00296,51.10335,POINT (1.00296 51.10335),9689,TN25 6
68,26732886,0.96155,51.11867,POINT (0.96155 51.11867),9689,TN25 6
96,26755807,1.00548,51.10293,POINT (1.00548 51.10293),9689,TN25 6
118,26772788,0.96844,51.12443,POINT (0.96844 51.12443),9689,TN25 6
186,26815673,0.97272,51.124320000000004,POINT (0.97272 51.12432),9689,TN25 6
194,26820704,0.9909399999999999,51.10757,POINT (0.9909399999999999 51.10757),9689,TN25 6
203,26825733,0.93253,51.12174,POINT (0.93253 51.12174),9689,TN25 6
210,26829055,1.03096,51.10962,POINT (1.03096 51.10962),9689,TN25 6
246,26851544,0.9728399999999999,51.12612,POINT (0.9728399999999999 51.12612),9689,TN25 6
272,26870067,0.97088,51.1114,POINT (0.97088 51.1114),9689,TN25 6
298,26891197,0.94375,51.124320000000004,POINT (0.94375 51.12432),9689,TN25 6
311,26899310,0.93179,51.120940000000004,POINT (0.93179 51.12094),9689,TN25 6
321,26911655,0.9744200000000001,51.11116,POINT (0.9744200000000001 51.11116),9689,TN25 6
322,26913124,0.97825,51.12148,POINT (0.97825 51.12148),9689,TN25 6
367,26946642,0.98044,51.11067,POINT (0.98044 51.11067),9689,TN25 6
409,26977234,0.92585,51.1291,POINT (0.92585 51.1291),9689,TN25 6
414,26981199,0.9714799999999999,51.12663,POINT (0.9714799999999999 51.12663),9689,TN25 6
419,26983234,0.9533,51.11351,POINT (0.9533 51.11351),9689,TN25 6
421,26985459,1.0236100000000001,51.110440000000004,POINT (1.02361 51.11044),9689,TN25 6
455,27012824,1.0464799999999999,51.11996,POINT (1.04648 51.11996),9689,TN25 6
464,27018906,1.00296,51.10335,POINT (1.00296 51.10335),9689,TN25 6
502,27050117,1.03329,51.13532,POINT (1.03329 51.13532),9689,TN25 6
510,27057420,1.04296,51.15412,POINT (1.04296 51.15412),9689,TN25 6
566,27099367,0.9441700000000001,51.1064,POINT (0.9441700000000001 51.1064),9689,TN25 6
628,27152016,0.96234,51.12068,POINT (0.96234 51.12068),9689,TN25 6
632,27156241,0.9625600000000001,51.12188,POINT (0.9625600000000001 51.12188),9689,TN25 6
646,27163281,1.01007,51.09429,POINT (1.01007 51.09429),9689,TN25 6
660,27174780,0.97278,51.12522,POINT (0.97278 51.12522),9689,TN25 6
695,27198349,1.01742,51.092729999999996,POINT (1.01742 51.09273),9689,TN25 6
697,27199451,0.9829899999999999,51.110040000000005,POINT (0.9829899999999999 51.11004000000001),9689,TN25 6
716,27212346,0.98639,51.1126,POINT (0.98639 51.1126),9689,TN25 6
731,27221468,0.99116,51.10079,POINT (0.99116 51.10079),9689,TN25 6
747,27230636,0.9172,51.1321,POINT (0.9172 51.1321),9689,TN25 6
748,27230952,1.01522,51.09049,POINT (1.01522 51.09049),9689,TN25 6
782,27263105,0.95614,51.11153,POINT (0.95614 51.11153),9689,TN25 6
790,27268444,0.96001,51.12223,POINT (0.96001 51.12223),9689,TN25 6
818,27289089,0.9314100000000001,51.12211,POINT (0.9314100000000001 51.12211),9689,TN25 6
821,27292611,1.00567,51.103390000000005,POINT (1.00567 51.10339),9689,TN25 6
837,27303824,0.95539,51.115,POINT (0.95539 51.115),9689,TN25 6
843,27306728,0.9884799999999999,51.12482,POINT (0.9884799999999999 51.12482),9689,TN25 6
865,27316050,0.94399,51.12409,POINT (0.94399 51.12409),9689,TN25 6
930,27372988,1.0313700000000001,51.13114,POINT (1.03137 51.13114),9689,TN25 6
936,27378677,1.04462,51.1205,POINT (1.04462 51.1205),9689,TN25 6
943,27384057,0.94378,51.12437,POINT (0.94378 51.12437),9689,TN25 6
960,27395120,1.0123,51.09154,POINT (1.0123 51.09154),9689,TN25 6
968,27400592,1.0086,51.10451,POINT (1.0086 51.10451),9689,TN25 6
976,27406076,0.9780399999999999,51.12637,POINT (0.9780399999999999 51.12637),9689,TN25 6
994,27415931,0.95042,51.12219,POINT (0.95042 51.12219),9689,TN25 6
998,27418111,1.0379200000000002,51.097,POINT (1.03792 51.097),9689,TN25 6
1001,27421668,0.9763799999999999,51.121159999999996,POINT (0.9763799999999999 51.12116),9689,TN25 6
1008,27428844,1.0026700000000002,51.1044,POINT (1.00267 51.1044),9689,TN25 6
1041,27456190,1.03685,51.135740000000006,POINT (1.03685 51.13574000000001),9689,TN25 6
1049,27461089,0.93521,51.118970000000004,POINT (0.93521 51.11897),9689,TN25 6
1050,27461282,0.93501,51.11888,POINT (0.93501 51.11888),9689,TN25 6
1062,27469194,0.9339,51.1208,POINT (0.9339 51.1208),9689,TN25 6
1075,27478310,0.96862,51.12373,POINT (0.96862 51.12373),9689,TN25 6
1079,27482293,0.9334100000000001,51.11497,POINT (0.9334100000000001 51.11497),9689,TN25 6
1144,27533208,1.04316,51.14998,POINT (1.04316 51.14998),9689,TN25 6
1149,27540132,1.02274,51.11221,POINT (1.02274 51.11221),9689,TN25 6
1162,27549340,0.9301299999999999,51.117779999999996,POINT (0.9301299999999999 51.11778),9689,TN25 6
1170,27554054,0.97088,51.1114,POINT (0.97088 51.1114),9689,TN25 6
1172,27554972,0.97825,51.12148,POINT (0.97825 51.12148),9689,TN25 6
1197,27573328,0.9248799999999999,51.11383,POINT (0.9248799999999999 51.11383),9689,TN25 6
1199,27575305,0.93501,51.11888,POINT (0.93501 51.11888),9689,TN25 6
9,26694031,1.17872,51.07809,POINT (1.17872 51.07809),1924,CT20 1
66,26732447,1.1769399999999999,51.07972,POINT (1.17694 51.07972),1924,CT20 1
67,26732513,1.1799,51.08135,POINT (1.1799 51.08135),1924,CT20 1
108,26767239,1.18559,51.0786,POINT (1.18559 51.0786),1924,CT20 1
153,26794202,1.18203,51.08093,POINT (1.18203 51.08093),1924,CT20 1
167,26800815,1.17969,51.08267,POINT (1.17969 51.08267),1924,CT20 1
207,26826925,1.18381,51.0808,POINT (1.18381 51.0808),1924,CT20 1
220,26834788,1.17554,51.07973,POINT (1.17554 51.07973),1924,CT20 1
256,26856860,1.17806,51.0799,POINT (1.17806 51.0799),1924,CT20 1
265,26864047,1.18731,51.07824,POINT (1.18731 51.07824),1924,CT20 1
270,26867305,1.17846,51.08112,POINT (1.17846 51.08112),1924,CT20 1
279,26876502,1.17424,51.08214,POINT (1.17424 51.08214),1924,CT20 1
299,26891537,1.1769399999999999,51.07972,POINT (1.17694 51.07972),1924,CT20 1
302,26893903,1.18371,51.078109999999995,POINT (1.18371 51.07811),1924,CT20 1
306,26894903,1.1799,51.08135,POINT (1.1799 51.08135),1924,CT20 1
314,26904948,1.18005,51.08127,POINT (1.18005 51.08127),1924,CT20 1
324,26914688,1.17703,51.08116,POINT (1.17703 51.08116),1924,CT20 1
340,26931815,1.1752200000000002,51.08095,POINT (1.17522 51.08095),1924,CT20 1
349,26933822,1.18287,51.07933,POINT (1.18287 51.07933),1924,CT20 1
364,26945272,1.18321,51.082440000000005,POINT (1.18321 51.08244000000001),1924,CT20 1
382,26958952,1.1798899999999999,51.08317,POINT (1.17989 51.08317),1924,CT20 1
388,26962591,1.18246,51.08185,POINT (1.18246 51.08185),1924,CT20 1
398,26970287,1.18571,51.08272,POINT (1.18571 51.08272),1924,CT20 1
405,26974139,1.1794799999999999,51.07905,POINT (1.17948 51.07905),1924,CT20 1
